Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2006-10-01,Sevilla,1 - 0,Getafe,Ganó,1,0,1
2006-09-24,Atlético,2 - 1,Sevilla,Perdió,2,1,1
2006-09-17,Sevilla,3 - 2,Real Betis,Ganó,3,2,1
2006-09-10,R. Sociedad,1 - 3,Sevilla,Ganó,1,3,2
2006-08-29,Sevilla,4 - 0,Levante,Ganó,4,0,4
2006-05-16,Sevilla,4 - 3,Real Madrid,Ganó,4,3,1
2006-05-13,Sevilla,3 - 2,Barcelona,Ganó,3,2,1
2006-05-06,Málaga,0 - 2,Sevilla,Ganó,0,2,2
2006-05-03,Sevilla,3 - 0,Getafe,Ganó,3,0,3
2006-04-30,R. Sociedad,1 - 2,Sevilla,Ganó,1,2,1
2006-04-15,RC Deportivo,0 - 0,Sevilla,Empató,0,0,0
2006-04-09,Sevilla,1 - 1,Real Zaragoza,Empató,1,1,0
2006-04-02,Real Betis,2 - 1,Sevilla,Perdió,2,1,1
2006-03-26,Sevilla,1 - 0,Valencia,Ganó,1,0,1
2006-03-23,Atlético,0 - 1,Sevilla,Ganó,0,1,1
2006-03-19,Sevilla,1 - 1,Mallorca,Empató,1,1,0
2006-03-12,Deportivo Alavés,2 - 1,Sevilla,Perdió,2,1,1
2006-03-05,Sevilla,2 - 1,Athletic,Ganó,2,1,1
2006-02-26,Espanyol,5 - 0,Sevilla,Perdió,5,0,5
2006-02-18,Sevilla,1 - 0,Celta,Ganó,1,0,1
2006-02-11,Cádiz,0 - 4,Sevilla,Ganó,0,4,4
2006-02-05,Sevilla,0 - 1,Osasuna,Perdió,0,1,1
2006-01-29,Sevilla,2 - 0,Villarreal,Ganó,2,0,2
2006-01-22,Racing,2 - 3,Sevilla,Ganó,2,3,1
2006-01-15,Real Madrid,4 - 2,Sevilla,Perdió,4,2,2
2006-01-08,Sevilla,3 - 1,Málaga,Ganó,3,1,2
2005-12-21,Getafe,1 - 0,Sevilla,Perdió,1,0,1
2005-12-18,Sevilla,3 - 2,R. Sociedad,Ganó,3,2,1
2005-12-11,Barcelona,2 - 1,Sevilla,Perdió,2,1,1
2005-12-04,Sevilla,0 - 2,RC Deportivo,Perdió,0,2,2
2005-11-27,Real Zaragoza,0 - 2,Sevilla,Ganó,0,2,2
2005-11-19,Sevilla,1 - 0,Real Betis,Ganó,1,0,1
2005-11-06,Sevilla,0 - 0,Atlético,Empató,0,0,0
2005-10-30,Mallorca,1 - 1,Sevilla,Empató,1,1,0
2005-10-27,Valencia,0 - 2,Sevilla,Ganó,0,2,2
2005-10-22,Sevilla,2 - 0,Deportivo Alavés,Ganó,2,0,2
2005-10-16,Athletic,0 - 1,Sevilla,Ganó,0,1,1
2005-10-02,Sevilla,1 - 1,Espanyol,Empató,1,1,0
2005-09-25,Celta,2 - 1,Sevilla,Perdió,2,1,1
2005-09-21,Sevilla,0 - 0,Cádiz,Empató,0,0,0
2005-09-18,Osasuna,1 - 0,Sevilla,Perdió,1,0,1
2005-09-11,Villarreal,1 - 1,Sevilla,Empató,1,1,0
2005-08-28,Sevilla,1 - 0,Racing,Ganó,1,0,1
2005-05-29,Sevilla,0 - 2,Málaga,Perdió,0,2,2
2005-05-22,Getafe,0 - 0,Sevilla,Empató,0,0,0
2005-05-14,Sevilla,2 - 2,Real Madrid,Empató,2,2,0
2005-05-07,Real Betis,1 - 0,Sevilla,Perdió,1,0,1
2005-05-01,Sevilla,2 - 0,RC Deportivo,Ganó,2,0,2
2005-04-24,Athletic,1 - 3,Sevilla,Ganó,1,3,2
2005-04-16,Sevilla,0 - 1,Osasuna,Perdió,0,1,1
2005-04-10,Espanyol,1 - 3,Sevilla,Ganó,1,3,2
2005-04-03,Sevilla,1 - 0,Numancia,Ganó,1,0,1
2005-03-20,Mallorca,0 - 1,Sevilla,Ganó,0,1,1
2005-03-13,Sevilla,0 - 1,Real Zaragoza,Perdió,0,1,1
2005-03-05,Atlético,3 - 0,Sevilla,Perdió,3,0,3
2005-03-02,Sevilla,2 - 2,Valencia,Empató,2,2,0
2005-02-27,Sevilla,2 - 2,Racing,Empató,2,2,0
2005-02-19,R. Sociedad,1 - 0,Sevilla,Perdió,1,0,1
2005-02-13,Sevilla,2 - 1,Villarreal,Ganó,2,1,1
2005-02-06,Levante,0 - 3,Sevilla,Ganó,0,3,3
2005-01-29,Sevilla,0 - 4,Barcelona,Perdió,0,4,4
2005-01-23,Albacete,0 - 2,Sevilla,Ganó,0,2,2
2005-01-15,Málaga,1 - 0,Sevilla,Perdió,1,0,1
2005-01-08,Sevilla,0 - 0,Getafe,Empató,0,0,0
2004-12-22,Real Madrid,0 - 1,Sevilla,Ganó,0,1,1
2004-12-19,Sevilla,2 - 1,Real Betis,Ganó,2,1,1
2004-12-12,RC Deportivo,2 - 2,Sevilla,Empató,2,2,0
2004-12-05,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2004-11-28,Osasuna,4 - 1,Sevilla,Perdió,4,1,3
2004-11-21,Sevilla,1 - 0,Espanyol,Ganó,1,0,1
2004-11-13,Numancia,2 - 1,Sevilla,Perdió,2,1,1
2004-11-07,Sevilla,1 - 1,Mallorca,Empató,1,1,0
2004-10-31,Real Zaragoza,3 - 0,Sevilla,Perdió,3,0,3
2004-10-24,Sevilla,2 - 1,Atlético,Ganó,2,1,1
2004-10-17,Valencia,1 - 2,Sevilla,Ganó,1,2,1
2004-10-03,Racing,0 - 0,Sevilla,Empató,0,0,0
2004-09-26,Sevilla,2 - 1,R. Sociedad,Ganó,2,1,1
2004-09-22,Villarreal,0 - 0,Sevilla,Empató,0,0,0
2004-09-19,Sevilla,3 - 0,Levante,Ganó,3,0,3
2004-09-11,Barcelona,2 - 0,Sevilla,Perdió,2,0,2
2004-08-29,Sevilla,1 - 0,Albacete,Ganó,1,0,1
2004-05-23,Sevilla,1 - 0,Osasuna,Ganó,1,0,1
2004-05-16,Albacete,1 - 4,Sevilla,Ganó,1,4,3
2004-05-09,Sevilla,0 - 2,Valencia,Perdió,0,2,2
2004-05-02,Sevilla,2 - 0,Athletic,Ganó,2,0,2
2004-04-25,Real Zaragoza,4 - 4,Sevilla,Empató,4,4,0
2004-04-18,Sevilla,5 - 2,Racing,Ganó,5,2,3
2004-04-10,Celta,0 - 0,Sevilla,Empató,0,0,0
2004-04-03,Sevilla,1 - 0,Espanyol,Ganó,1,0,1
2004-03-28,Real Madrid,5 - 1,Sevilla,Perdió,5,1,4
2004-03-21,Sevilla,0 - 1,Málaga,Perdió,0,1,1
2004-03-14,Real Valladolid,2 - 0,Sevilla,Perdió,2,0,2
2004-03-07,Sevilla,2 - 0,Villarreal,Ganó,2,0,2
2004-02-28,Real Betis,1 - 1,Sevilla,Empató,1,1,0
2004-02-21,Sevilla,1 - 0,R. Sociedad,Ganó,1,0,1
2004-02-14,Real Murcia,1 - 3,Sevilla,Ganó,1,3,2
2004-02-08,Sevilla,3 - 0,Mallorca,Ganó,3,0,3
2004-02-01,RC Deportivo,1 - 0,Sevilla,Perdió,1,0,1
2004-01-25,Sevilla,0 - 1,Barcelona,Perdió,0,1,1
2004-01-18,Atlético,2 - 1,Sevilla,Perdió,2,1,1
2004-01-11,Osasuna,1 - 1,Sevilla,Empató,1,1,0
2004-01-04,Sevilla,2 - 0,Albacete,Ganó,2,0,2
2003-12-20,Valencia,1 - 0,Sevilla,Perdió,1,0,1
2003-12-14,Athletic,2 - 1,Sevilla,Perdió,2,1,1
2003-12-07,Sevilla,3 - 2,Real Zaragoza,Ganó,3,2,1
2003-12-04,Racing,0 - 4,Sevilla,Ganó,0,4,4
2003-11-30,Sevilla,0 - 1,Celta,Perdió,0,1,1
2003-11-23,Espanyol,1 - 0,Sevilla,Perdió,1,0,1
2003-11-09,Sevilla,4 - 1,Real Madrid,Ganó,4,1,3
2003-11-02,Málaga,2 - 0,Sevilla,Perdió,2,0,2
2003-10-29,Sevilla,1 - 1,Real Valladolid,Empató,1,1,0
2003-10-26,Villarreal,3 - 3,Sevilla,Empató,3,3,0
2003-10-19,Sevilla,2 - 2,Real Betis,Empató,2,2,0
2003-10-05,R. Sociedad,1 - 1,Sevilla,Empató,1,1,0
2003-09-28,Sevilla,1 - 0,Real Murcia,Ganó,1,0,1
2003-09-21,Mallorca,1 - 1,Sevilla,Empató,1,1,0
2003-09-13,Sevilla,1 - 2,RC Deportivo,Perdió,1,2,1
2003-09-03,Barcelona,1 - 1,Sevilla,Empató,1,1,0
2003-08-31,Sevilla,1 - 0,Atlético,Ganó,1,0,1
2003-06-21,Sevilla,0 - 3,Valencia,Perdió,0,3,3
2003-06-15,Málaga,3 - 2,Sevilla,Perdió,3,2,1
2003-06-01,Sevilla,1 - 0,Recreativo,Ganó,1,0,1
2003-05-25,Mallorca,1 - 3,Sevilla,Ganó,1,3,2
2003-05-18,Sevilla,3 - 3,Rayo Vallecano,Empató,3,3,0
2003-05-11,Sevilla,0 - 0,Barcelona,Empató,0,0,0
2003-05-03,R. Sociedad,1 - 0,Sevilla,Perdió,1,0,1
2003-04-27,Sevilla,1 - 3,Real Madrid,Perdió,1,3,2
2003-04-20,RC Deportivo,3 - 1,Sevilla,Perdió,3,1,2
2003-04-12,Sevilla,3 - 1,Villarreal,Ganó,3,1,2
2003-04-06,Racing,1 - 0,Sevilla,Perdió,1,0,1
2003-03-23,Sevilla,3 - 2,Deportivo Alavés,Ganó,3,2,1
2003-03-16,Real Valladolid,0 - 0,Sevilla,Empató,0,0,0
2003-03-09,Sevilla,2 - 0,Osasuna,Ganó,2,0,2
2003-03-02,Real Betis,0 - 1,Sevilla,Ganó,0,1,1
2003-02-23,Sevilla,1 - 0,Espanyol,Ganó,1,0,1
2003-02-16,Athletic,2 - 0,Sevilla,Perdió,2,0,2
2003-02-09,Sevilla,1 - 1,Atlético,Empató,1,1,0
2003-02-02,Celta,0 - 1,Sevilla,Ganó,0,1,1
2003-01-26,Valencia,1 - 0,Sevilla,Perdió,1,0,1
2003-01-19,Sevilla,0 - 0,Málaga,Empató,0,0,0
2003-01-12,Recreativo,0 - 0,Sevilla,Empató,0,0,0
2003-01-05,Sevilla,3 - 0,Mallorca,Ganó,3,0,3
2003-01-02,Real Madrid,3 - 0,Sevilla,Perdió,3,0,3
2002-12-21,Rayo Vallecano,0 - 1,Sevilla,Ganó,0,1,1
2002-12-15,Barcelona,0 - 3,Sevilla,Ganó,0,3,3
2002-12-07,Sevilla,0 - 1,R. Sociedad,Perdió,0,1,1
2002-11-23,Sevilla,1 - 1,RC Deportivo,Empató,1,1,0
2002-11-16,Villarreal,1 - 0,Sevilla,Perdió,1,0,1
2002-11-10,Sevilla,1 - 0,Racing,Ganó,1,0,1
2002-11-03,Deportivo Alavés,1 - 0,Sevilla,Perdió,1,0,1
2002-10-27,Sevilla,2 - 1,Real Valladolid,Ganó,2,1,1
2002-10-20,Osasuna,2 - 1,Sevilla,Perdió,2,1,1
2002-10-06,Sevilla,1 - 1,Real Betis,Empató,1,1,0
2002-09-29,Espanyol,0 - 0,Sevilla,Empató,0,0,0
2002-09-22,Sevilla,1 - 1,Athletic,Empató,1,1,0
2002-09-15,Atlético,1 - 1,Sevilla,Empató,1,1,0
2002-09-01,Sevilla,0 - 1,Celta,Perdió,0,1,1
2002-05-11,Sevilla,1 - 0,Villarreal,Ganó,1,0,1
2002-05-05,Celta,1 - 2,Sevilla,Ganó,1,2,1
2002-04-28,Sevilla,2 - 0,Deportivo Alavés,Ganó,2,0,2
2002-04-21,Athletic,0 - 1,Sevilla,Ganó,0,1,1
2002-04-14,Sevilla,1 - 1,Las Palmas,Empató,1,1,0
2002-04-07,Real Valladolid,1 - 1,Sevilla,Empató,1,1,0
2002-03-30,Sevilla,0 - 1,Real Madrid,Perdió,0,1,1
2002-03-23,Real Betis,0 - 0,Sevilla,Empató,0,0,0
2002-03-17,Sevilla,0 - 2,Málaga,Perdió,0,2,2
2002-03-10,Valencia,2 - 0,Sevilla,Perdió,2,0,2
2002-03-02,Sevilla,0 - 1,RC Deportivo,Perdió,0,1,1
2002-02-24,Mallorca,0 - 4,Sevilla,Ganó,0,4,4
2002-02-17,Sevilla,0 - 1,R. Sociedad,Perdió,0,1,1
2002-02-10,Tenerife,1 - 1,Sevilla,Empató,1,1,0
2002-02-06,Sevilla,0 - 0,Osasuna,Empató,0,0,0
2002-02-02,Rayo Vallecano,2 - 1,Sevilla,Perdió,2,1,1
2002-01-27,Sevilla,3 - 0,Espanyol,Ganó,3,0,3
2002-01-20,Sevilla,4 - 2,Real Zaragoza,Ganó,4,2,2
2002-01-13,Barcelona,3 - 1,Sevilla,Perdió,3,1,2
2002-01-05,Villarreal,0 - 2,Sevilla,Ganó,0,2,2
2001-12-22,Sevilla,0 - 1,Celta,Perdió,0,1,1
2001-12-16,Deportivo Alavés,0 - 1,Sevilla,Ganó,0,1,1
2001-12-08,Sevilla,3 - 3,Athletic,Empató,3,3,0
2001-12-02,Las Palmas,1 - 0,Sevilla,Perdió,1,0,1
2001-11-25,Sevilla,4 - 0,Real Valladolid,Ganó,4,0,4
2001-11-17,Real Madrid,2 - 1,Sevilla,Perdió,2,1,1
2001-11-10,Sevilla,0 - 0,Real Betis,Empató,0,0,0
2001-11-04,Málaga,1 - 3,Sevilla,Ganó,1,3,2
2001-10-28,Sevilla,1 - 1,Valencia,Empató,1,1,0
2001-10-20,RC Deportivo,1 - 0,Sevilla,Perdió,1,0,1
2001-10-13,Sevilla,2 - 2,Mallorca,Empató,2,2,0
2001-10-07,R. Sociedad,3 - 3,Sevilla,Empató,3,3,0
2001-10-03,Sevilla,2 - 0,Tenerife,Ganó,2,0,2
2001-09-30,Osasuna,1 - 0,Sevilla,Perdió,1,0,1
2001-09-23,Sevilla,2 - 1,Rayo Vallecano,Ganó,2,1,1
2001-09-16,Espanyol,2 - 3,Sevilla,Ganó,2,3,1
2001-09-09,Real Zaragoza,1 - 1,Sevilla,Empató,1,1,0
2001-08-26,Sevilla,1 - 2,Barcelona,Perdió,1,2,1
2001-06-16,Sevilla,2 - 1,Eibar,Ganó,2,1,1
2001-06-09,CF Extremadura,1 - 1,Sevilla,Empató,1,1,0
2001-06-03,Sevilla,1 - 0,Tenerife,Ganó,1,0,1
2001-05-26,Universidad LPGC,1 - 3,Sevilla,Ganó,1,3,2
2001-05-20,Sevilla,2 - 0,Córdoba,Ganó,2,0,2
2001-05-12,Atlético,2 - 0,Sevilla,Perdió,2,0,2
2001-05-06,Sevilla,5 - 2,CD Badajoz,Ganó,5,2,3
2001-04-29,Racing Ferrol,1 - 1,Sevilla,Empató,1,1,0
2001-04-22,Sevilla,1 - 1,Real Betis,Empató,1,1,0
2001-04-14,SD Compostela,0 - 2,Sevilla,Ganó,0,2,2
2001-04-07,Sevilla,0 - 1,Real Jaén,Perdió,0,1,1
2001-04-01,Recreativo,1 - 1,Sevilla,Empató,1,1,0
2001-03-25,Sevilla,3 - 2,Levante,Ganó,3,2,1
2001-03-18,Getafe,0 - 1,Sevilla,Ganó,0,1,1
2001-03-10,Sevilla,1 - 1,Real Sporting,Empató,1,1,0
2001-03-04,Albacete,2 - 1,Sevilla,Perdió,2,1,1
2001-02-25,Sevilla,4 - 2,Leganés,Ganó,4,2,2
2001-02-18,Lleida,0 - 1,Sevilla,Ganó,0,1,1
2001-02-10,Sevilla,1 - 1,Elche,Empató,1,1,0
2001-02-04,Sevilla,2 - 0,UD Salamanca,Ganó,2,0,2
2001-01-28,Real Murcia,1 - 1,Sevilla,Empató,1,1,0
2001-01-20,Eibar,1 - 0,Sevilla,Perdió,1,0,1
2001-01-13,Sevilla,3 - 0,CF Extremadura,Ganó,3,0,3
2001-01-07,Tenerife,1 - 2,Sevilla,Ganó,1,2,1
2000-12-20,Sevilla,2 - 2,Universidad LPGC,Empató,2,2,0
2000-12-17,Córdoba,0 - 1,Sevilla,Ganó,0,1,1
2000-12-10,Sevilla,3 - 1,Atlético,Ganó,3,1,2
2000-12-03,CD Badajoz,2 - 0,Sevilla,Perdió,2,0,2
2000-11-26,Sevilla,3 - 0,Racing Ferrol,Ganó,3,0,3
2000-11-19,Real Betis,1 - 3,Sevilla,Ganó,1,3,2
2000-11-12,Sevilla,4 - 0,SD Compostela,Ganó,4,0,4
2000-11-04,Real Jaén,2 - 1,Sevilla,Perdió,2,1,1
2000-11-01,Sevilla,0 - 0,Recreativo,Empató,0,0,0
2000-10-28,Levante,2 - 0,Sevilla,Perdió,2,0,2
2000-10-22,Sevilla,1 - 1,Getafe,Empató,1,1,0
2000-10-15,Real Sporting,3 - 0,Sevilla,Perdió,3,0,3
2000-10-08,Sevilla,1 - 0,Albacete,Ganó,1,0,1
2000-09-30,Leganés,1 - 1,Sevilla,Empató,1,1,0
2000-09-24,Sevilla,2 - 0,Lleida,Ganó,2,0,2
2000-09-16,Elche,1 - 2,Sevilla,Ganó,1,2,1
2000-09-10,UD Salamanca,0 - 1,Sevilla,Ganó,0,1,1
2000-09-03,Sevilla,2 - 1,Real Murcia,Ganó,2,1,1
