Fecha,Equipo1,Score,Equipo2,Resultado,Goles_equipo1,Goles_equipo2,Diferencia_goles
2001-04-22,Rayo Vallecano,1 - 2,Athletic,Ganó,1,2,1
2001-04-15,Athletic,0 - 1,Espanyol,Perdió,0,1,1
2001-04-08,Celta,2 - 1,Athletic,Perdió,2,1,1
2001-04-01,Athletic,0 - 1,Osasuna,Perdió,0,1,1
2001-03-18,Real Zaragoza,2 - 2,Athletic,Empató,2,2,0
2001-03-10,Athletic,1 - 1,Villarreal,Empató,1,1,0
2001-03-04,Las Palmas,0 - 0,Athletic,Empató,0,0,0
2001-02-25,Athletic,3 - 1,Numancia,Ganó,3,1,2
2001-02-18,Mallorca,1 - 0,Athletic,Perdió,1,0,1
2001-02-10,Athletic,1 - 0,Real Madrid,Ganó,1,0,1
2001-02-03,Barcelona,7 - 0,Athletic,Perdió,7,0,7
2001-01-27,Athletic,2 - 2,RC Deportivo,Empató,2,2,0
2001-01-21,Athletic,3 - 1,Racing,Ganó,3,1,2
2001-01-14,R. Sociedad,0 - 2,Athletic,Ganó,0,2,2
2001-01-06,Málaga,2 - 1,Athletic,Perdió,2,1,1
2000-12-20,Athletic,1 - 1,Valencia,Empató,1,1,0
2000-12-17,Real Valladolid,0 - 0,Athletic,Empató,0,0,0
2000-12-10,Athletic,4 - 0,Real Oviedo,Ganó,4,0,4
2000-12-03,Deportivo Alavés,2 - 1,Athletic,Perdió,2,1,1
2000-11-26,Athletic,4 - 2,Rayo Vallecano,Ganó,4,2,2
2000-11-19,Espanyol,2 - 1,Athletic,Perdió,2,1,1
2000-11-12,Athletic,2 - 1,Celta,Ganó,2,1,1
2000-11-05,Osasuna,1 - 1,Athletic,Empató,1,1,0
2000-11-01,Athletic,1 - 2,Real Zaragoza,Perdió,1,2,1
2000-10-28,Villarreal,0 - 0,Athletic,Empató,0,0,0
2000-10-22,Athletic,0 - 3,Las Palmas,Perdió,0,3,3
2000-10-15,Numancia,0 - 0,Athletic,Empató,0,0,0
2000-10-01,Athletic,2 - 1,Mallorca,Ganó,2,1,1
2000-09-23,Real Madrid,4 - 1,Athletic,Perdió,4,1,3
2000-09-16,Athletic,3 - 1,Barcelona,Ganó,3,1,2
2000-09-09,RC Deportivo,2 - 0,Athletic,Perdió,2,0,2
